Side (Left=0);Timestamp (ms);Force@Roll (N);Linear Velocity@Roll (m/s)
0;3,63;6,973795413970947;0,0
0;3,64;6,980819225311279;0,0
0;3,65;6,931237697601318;0,0
0;3,66;6,900806427001953;0,0
0;3,67;6,969137191772461;0,0
0;3,68;7,044569969177246;0,0
0;3,69;7,050662517547607;0,0
0;3,7;6,986293315887451;0,0
0;3,71;6,961539268493652;0,0
0;3,72;6,888537406921387;0,0
0;3,73;6,778230667114258;0,0
0;3,74;6,833287239074707;0,0
0;3,75;6,976642608642578;0,0
0;3,7600000000000002;7,054988861083984;0,0
0;3,77;7,045342922210693;0,0
0;3,7800000000000002;7,080913543701172;0,0
0;3,79;7,022280693054199;0,0
0;3,8000000000000003;6,8475341796875;0,0
0;3,81;6,8288655281066895;0,0
0;3,8200000000000003;6,9173583984375;0,0
0;3,83;6,983067512512207;0,0
0;3,84;7,036181449890137;0,0
0;3,85;7,098381996154785;0,0
0;3,86;7,112343788146973;0,0
0;3,87;7,047657489776611;0,0
0;3,88;6,926755905151367;0,0
0;3,89;6,889374732971191;0,0
0;3,9;6,974239349365234;0,0
0;3,91;6,950199127197266;0,0
0;3,92;6,942435264587402;0,0
0;3,93;7,044735908508301;0,0
0;3,94;6,961106777191162;0,0
0;3,95;6,924600601196289;0,0
0;3,96;7,049190521240234;0,0
0;3,97;7,010329246520996;0,0
0;3,98;6,952945709228516;0,0
0;3,99;7,029107093811035;0,0
0;4,0;7,059547424316406;0,0
0;4,01;6,938662052154541;0,0
0;4,0200000000000005;6,88264799118042;0,0
0;4,03;7,0217413902282715;0,0
0;4,04;7,0760345458984375;0,0
0;4,05;6,934011459350586;0,0
0;4,0600000000000005;6,881136894226074;0,0
0;4,07;7,070586681365967;0,0
0;4,08;7,247758388519287;0,0
0;4,09;7,145191192626953;0,0
0;4,1;6,9115753173828125;0,0
0;4,11;6,828509330749512;0,0
0;4,12;6,904950141906738;0,0
0;4,13;6,940345764160156;0,0
0;4,14;6,91229772567749;0,0
0;4,15;6,963108062744141;0,0
0;4,16;6,997200965881348;0,0
0;4,17;7,022000312805176;0,0
0;4,18;7,006131172180176;0,0
0;4,19;6,91241455078125;0,0
0;4,2;6,997529983520508;0,0
0;4,21;7,126500129699707;0,0
0;4,22;7,109522342681885;0,0
0;4,23;6,995817184448242;0,0
0;4,24;6,899087905883789;0,0
0;4,25;6,957126617431641;0,0
0;4,26;7,04934549331665;0,0
0;4,2700000000000005;7,0038743019104;0,0
0;4,28;6,907895088195801;0,0
0;4,29;6,999642372131348;0,0
0;4,3;7,0318803787231445;0,0
0;4,3100000000000005;6,907278060913086;0,0
0;4,32;6,947038650512695;0,0
0;4,33;6,956745147705078;0,0
0;4,34;6,897995948791504;0,0
0;4,3500000000000005;7,012528896331787;0,0
0;4,36;7,076434135437012;0,0
0;4,37;6,935667991638184;0,0
0;4,38;6,880446434020996;0,0
0;4,39;7,023140907287598;0,0
0;4,4;7,075948715209961;0,0
0;4,41;6,933769702911377;0,0
0;4,42;6,881243705749512;0,0
0;4,43;6,9758710861206055;0,0
0;4,44;7,045912742614746;0,0
0;4,45;7,0488481521606445;0,0
0;4,46;6,986701011657715;0,0
0;4,47;6,96174430847168;0,0
0;4,48;7,030483245849609;0,0
0;4,49;7,009939670562744;0,0
0;4,5;6,956693649291992;0,0
0;4,51;6,9803924560546875;0,0
0;4,5200000000000005;6,934714317321777;0,0
0;4,53;6,994329452514648;0,0
0;4,54;7,123315811157227;0,0
0;4,55;7,06397819519043;0,0
0;4,5600000000000005;6,871199607849121;0,0
0;4,57;6,811955451965332;0,0
0;4,58;7,013697624206543;0,0
0;4,59;7,0928497314453125;0,0
0;4,6000000000000005;7,071473121643066;0,0
0;4,61;7,205974578857422;0,0
0;4,62;7,065705299377441;0,0
0;4,63;6,85434627532959;0,0
0;4,64;7,007293224334717;0,0
0;4,65;7,086915493011475;0,0
0;4,66;6,980166435241699;0,0
0;4,67;6,909298419952393;0,0
0;4,68;7,003766059875488;0,0
0;4,69;7,077458381652832;0,0
0;4,7;6,937005043029785;0,0
0;4,71;6,879752159118652;0,0
0;4,72;6,975788593292236;0,0
0;4,73;6,99888801574707;0,0
0;4,74;6,971546173095703;0,0
0;4,75;6,9771270751953125;0,0
0;4,76;6,980418682098389;0,0
0;4,7700000000000005;6,930732727050781;0,0
0;4,78;6,901071548461914;0,0
0;4,79;7,0638628005981445;0,0
0;4,8;7,104238986968994;0,0
0;4,8100000000000005;6,962688446044922;0,0
0;4,82;7,054435729980469;0,0
0;4,83;7,142974853515625;0,0
0;4,84;7,092291831970215;0,0
0;4,8500000000000005;6,998958587646484;0,0
0;4,86;6,901301860809326;0,0
0;4,87;6,908316612243652;0,0
0;4,88;6,9248480796813965;0,0
0;4,89;7,012088775634766;0,0
0;4,9;7,071338176727295;0,0
0;4,91;7,032361030578613;0,0
0;4,92;7,035161972045898;0,0
0;4,93;6,947035312652588;0,0
0;4,94;6,931674957275391;0,0
0;4,95;7,001955032348633;0,0
0;4,96;6,931645393371582;0,0
0;4,97;6,943894386291504;0,0
0;4,98;7,095236301422119;0,0
0;4,99;7,084259986877441;0,0
0;5,0;6,9165802001953125;0,0
0;5,01;6,933345317840576;0,0
0;5,0200000000000005;7,054708003997803;0,0
0;5,03;7,053925514221191;0,0
0;5,04;7,030449867248535;0,0
0;5,05;7,181349277496338;0,0
0;5,0600000000000005;7,224908828735352;0,0
0;5,07;6,9898457527160645;0,0
0;5,08;6,973453521728516;0,0
0;5,09;7,072887420654297;0,0
0;5,1000000000000005;6,944629669189453;0,0
0;5,11;6,925177097320557;0,0
0;5,12;7,146928310394287;0,0
0;5,13;7,163547992706299;0,0
0;5,14;6,971912384033203;0,0
0;5,15;6,944748878479004;0,0
0;5,16;7,039658546447754;0,0
0;5,17;7,10460090637207;0,0
0;5,18;7,062017917633057;0,0
0;5,19;6,970343112945557;0,0
0;5,2;6,9652099609375;0,0
0;5,21;7,032404899597168;0,0
0;5,22;7,008550643920898;0,0
0;5,23;6,8621063232421875;0,0
0;5,24;6,8735456466674805;0,0
0;5,25;7,040095329284668;0,0
0;5,26;7,023658275604248;0,0
0;5,2700000000000005;6,902395248413086;0,0
0;5,28;6,95045280456543;0,0
0;5,29;6,956439971923828;0,0
0;5,3;6,897439956665039;0,0
0;5,3100000000000005;6,965446472167969;0,0
0;5,32;6,951869010925293;0,0
0;5,33;6,848816394805908;0,0
0;5,34;6,889555931091309;0,0
0;5,3500000000000005;6,989434242248535;0,0
0;5,36;7,039273262023926;0,0
0;5,37;7,001269340515137;0,0
0;5,38;6,910829544067383;0,0
0;5,39;6,999067783355713;0,0
0;5,4;7,078895092010498;0,0
0;5,41;6,984770774841309;0,0
0;5,42;6,909196853637695;0,0
0;5,43;6,860800743103027;0,0
0;5,44;6,84610652923584;0,0
0;5,45;6,908390045166016;0,0
0;5,46;6,983005523681641;0,0
0;5,47;7,037961006164551;0,0
0;5,48;7,003012657165527;0,0
0;5,49;6,863064765930176;0,0
0;5,5;6,826898574829102;0,0
0;5,51;6,962390899658203;0,0
0;5,5200000000000005;7,0615057945251465;0,0
0;5,53;6,998377799987793;0,0
0;5,54;7,002297401428223;0,0
0;5,55;7,013180732727051;0,0
0;5,5600000000000005;6,818914413452148;0,0
0;5,57;6,746469497680664;0,0
0;5,58;6,906033515930176;0,0
0;5,59;7,05073356628418;0,0
0;5,6000000000000005;7,060741901397705;0,0
0;5,61;7,028709411621094;0,0
0;5,62;7,085933685302734;0,0
0;5,63;7,1657843589782715;0,0
0;5,64;7,125101089477539;0,0
0;5,65;6,982427597045898;0,0
0;5,66;6,995739459991455;0,0
0;5,67;7,066104888916016;0,0
0;5,68;6,895395278930664;0,0
0;5,69;6,802597999572754;0,0
0;5,7;7,059793949127197;0,0
0;5,71;7,172402381896973;0,0
0;5,72;6,938325881958008;0,0
0;5,73;6,908020496368408;0,0
0;5,74;7,107126235961914;0,0
0;5,75;7,134209156036377;0,0
0;5,76;7,03786563873291;0,0
0;5,7700000000000005;6,9734697341918945;0,0
0;5,78;7,016131401062012;0,0
0;5,79;6,965570449829102;0,0
0;5,8;6,928523063659668;0,0
0;5,8100000000000005;7,094244480133057;0,0
0;5,82;7,087636470794678;0,0
0;5,83;7,057598114013672;0,0
0;5,84;7,069992542266846;0,0
0;5,8500000000000005;7,023946762084961;0,0
0;5,86;7,0385355949401855;0,0
0;5,87;6,947436332702637;0,0
0;5,88;6,883519172668457;0,0
0;5,89;6,972353935241699;0,0
0;5,9;7,046766757965088;0,0
0;5,91;7,049221515655518;0,0
0;5,92;6,986395835876465;0,0
0;5,93;6,867030143737793;0,0
0;5,94;6,876034736633301;0,0
0;5,95;7,08552885055542;0,0
0;5,96;7,1011061668396;0,0
0;5,97;6,9596333503723145;0,0
0;5,98;7,0088605880737305;0,0
0;5,99;6,970966339111328;0,0
0;6,0;6,833229064941406;0,0
0;6,01;6,938953399658203;0,0
0;6,0200000000000005;7,021609306335449;0,0
0;6,03;6,970363616943359;0,0
0;6,04;6,973114967346191;0,0
0;6,05;6,982132911682129;0,0
0;6,0600000000000005;7,025609016418457;0,0
0;6,07;7,102472305297852;0,0
0;6,08;7,112903118133545;0,0
0;6,09;6,999273300170898;0,0
0;6,1000000000000005;6,8497724533081055;0,0
0;6,11;6,83254337310791;0,0
0;6,12;6,96290922164917;0,0
0;6,13;7,060209274291992;0,0
0;6,140000000000001;6,998756408691406;0,0
0;6,15;6,907688140869141;0,0
0;6,16;6,953344345092773;0,0
0;6,17;7,096376419067383;0,0
0;6,18;7,081958770751953;0,0
0;6,19;6,917206764221191;0,0
0;6,2;6,980910301208496;0,0
0;6,21;7,084355354309082;0,0
0;6,22;6,938931465148926;0,0
0;6,23;6,972414016723633;0,0
0;6,24;7,0832414627075195;0,0
0;6,25;6,988384246826172;0,0
0;6,26;6,907010078430176;0,0
0;6,2700000000000005;6,908278465270996;0,0
0;6,28;7,018467903137207;0,0
0;6,29;6,977472305297852;0,0
0;6,3;6,828943252563477;0,0
0;6,3100000000000005;6,891885757446289;0,0
0;6,32;6,945087432861328;0,0
0;6,33;7,007827281951904;0,0
0;6,34;7,0689496994018555;0,0
0;6,3500000000000005;7,0340776443481445;0,0
0;6,36;7,034995079040527;0,0
0;6,37;7,088861465454102;0,0
0;6,38;7,116153240203857;0,0
0;6,390000000000001;7,000796318054199;0,0
0;6,4;6,848602294921875;0,0
0;6,41;6,832677841186523;0,0
0;6,42;6,963117599487305;0,0
0;6,43;6,965411186218262;0,0
0;6,44;6,891644477844238;0,0
0;6,45;6,9658308029174805;0,0
0;6,46;7,047585964202881;0,0
0;6,47;7,050195693969727;0,0
0;6,48;7,033222198486328;0,0
0;6,49;7,0389838218688965;0,0
0;6,5;6,992831230163574;0,0
0;6,51;6,914033889770508;0,0
0;6,5200000000000005;6,99953556060791;0,0
0;6,53;7,125471115112305;0,0
0;6,54;7,01484489440918;0,0
0;6,55;6,983687400817871;0,0
0;6,5600000000000005;7,064210891723633;0,0
0;6,57;6,993208885192871;0,0
0;6,58;6,956331253051758;0,0
0;6,59;6,936484336853027;0,0
0;6,6000000000000005;6,951009750366211;0,0
0;6,61;7,044252872467041;0,0
0;6,62;7,0543293952941895;0,0
0;6,63;7,032347679138184;0,0
0;6,640000000000001;6,9437737464904785;0,0
0;6,65;6,88608455657959;0,0
0;6,66;7,01947021484375;0,0
0;6,67;7,07620096206665;0,0
0;6,68;7,029118537902832;0,0
0;6,69;7,035408020019531;0,0
0;6,7;6,994956016540527;0,0
0;6,71;6,913948059082031;0,0
0;6,72;6,857051372528076;0,0
0;6,73;6,846561431884766;0,0
0;6,74;6,9089555740356445;0,0
0;6,75;6,982707500457764;0,0
0;6,76;6,9906134605407715;0,0
0;6,7700000000000005;6,973249435424805;0,0
0;6,78;7,025465488433838;0,0
0;6,79;7,056917667388916;0,0
0;6,8;7,035070419311523;0,0
0;6,8100000000000005;7,036984443664551;0,0
0;6,82;6,993207931518555;0,0
0;6,83;6,914286136627197;0,0
0;6,84;6,904644966125488;0,0
0;6,8500000000000005;7,018385887145996;0,0
0;6,86;7,072967529296875;0,0
0;6,87;6,9358015060424805;0,0
0;6,88;6,881075859069824;0,0
0;6,890000000000001;6,975534439086914;0,0
0;6,9;7,046069622039795;0,0
0;6,91;7,048855781555176;0,0
0;6,92;7,03401517868042;0,0
0;6,93;6,991576671600342;0,0
0;6,94;6,868063926696777;0,0
0;6,95;6,969391822814941;0,0
0;6,96;7,145611763000488;0,0
0;6,97;7,013304710388184;0,0
0;6,98;6,932965278625488;0,0
0;6,99;7,035908222198486;0,0
0;7,0;7,060946941375732;0,0
0;7,01;6,984189033508301;0,0
0;7,0200000000000005;6,912925720214844;0,0
0;7,03;6,906914234161377;0,0
0;7,04;6,9704670906066895;0,0
0;7,05;7,042882919311523;0,0
0;7,0600000000000005;7,0983734130859375;0,0
0;7,07;7,063688278198242;0,0
0;7,08;6,87619161605835;0,0
0;7,09;6,81016731262207;0,0
0;7,1000000000000005;6,966032981872559;0,0
0;7,11;7,063465595245361;0,0
0;7,12;7,044288635253906;0,0
0;7,13;6,984949111938477;0,0
0;7,140000000000001;7,010631561279297;0,0
0;7,15;7,107455253601074;0,0
0;7,16;7,113994598388672;0,0
0;7,17;7,045270919799805;0,0
0;7,18;6,974691867828369;0,0
0;7,19;6,96688175201416;0,0
0;7,2;6,983588218688965;0,0
0;7,21;7,026291847229004;0,0
0;7,22;7,101935386657715;0,0
0;7,23;7,065620422363281;0,0
0;7,24;6,9695329666137695;0,0
0;7,25;7,059527397155762;0,0
0;7,26;7,092434883117676;0,0
0;7,2700000000000005;6,920551776885986;0,0
0;7,28;7,02500057220459;0,0
0;7,29;7,162161827087402;0,0
0;7,3;6,948923587799072;0,0
0;7,3100000000000005;6,858761787414551;0,0
0;7,32;6,981210708618164;0,0
0;7,33;7,000994682312012;0,0
0;7,34;7,017054080963135;0,0
0;7,3500000000000005;7,054593086242676;0,0
0;7,36;7,132300853729248;0,0
0;7,37;7,143582344055176;0,0
0;7,38;6,934748649597168;0,0
0;7,390000000000001;6,867637634277344;0,0
0;7,4;6,9333295822143555;0,0
